judul,abstraksi
ANALISIS EFEKTIVITAS DAN PENGARUH SATUAN PENGAWASAN INTERN (SPI) TERHADAP KINERJA MANAJERIAL PADA UNIVERSITAS TRUNOJOYO MADURA ,"Penelitian ini bertujuan untuk menguji dan menganalisis efektivitas satuan pengawasan intern dan pengaruhnya terhadap kinerja manajerial di lingkungan Universitas Trunojoyo Madura. Pengumpulan data dilakukan melalui penyebaran kuesioner dan dilaksanakan pada 55 Pimpinan puncak dan menengah. Analisis data pada penelitian ini menggunakan bantuan SPSS versi 16  for windows. Teknik sampling yang dipakai adalah metode stratified random sampling secara proporsional dan teknik pengujian data yang digunakan dalam penelitian ini meliputi uji validitas dengan korelasi product moment, uji reliabilitas dengan  Alpha Cronbach. Uji asumsi klasik, uji t one tail test dan analisis regresi liner berganda digunakan untuk menguji dan membuktikan hipotesis penelitian. Hasil analisis menunjukkan bahwa satuan pengawasan intern telah berjalan dengan efektif dan berpengaruh positif  secara simultan maupun parsial terhadap kinerja manajerial. 

Kata kunci : efektivitas, satuan pengawasan intern, dan kinerja manajerial
"
"PENGARUH PELAKSANAAN PROGRAM KESEHATAN DAN 
KESELAMATAN KERJA TERHADAP PRODUKTIVITAS KERJA KARYAWAN BAGIAN PRODUKSI PADA PT ADILUHUNG SARANASEGARA INDONESIA KABUPATEN BANGKALAN
","ABSTRAK
Kesehatan dan keselamatan kerja merupakan salah satu faktor penting yang dapat mempengaruhi produktivitas karyawan. Risiko kecelakaan serta penyakit yang meningkat akibat kerja sering terjadi karena program kesehatan dan keselamatan kerja tidak berjalan dengan baik. 
Penelitian bertujuan untuk mengetahui program kesehatan dan keselamatan kerja berpengaruh terhadap produktivitas kerja karyawan Bagian Produksi PT. Adiluhung Saranasegara Indonesia Kabupaten Bangkalan. Kemudian Untuk mengetahui variabel yang dominan berpengaruh terhadap produktivitas kerja karyawan Bagian Produksi PT. Adiluhung Saranasegara Indonesia Kabupaten Bangkalan.
Berdasarkan analisis menggunakan alat uji regresi linier berganda ditemukan bahwa, variabel kesehatan (X1) berpengaruh terhadap variabel produktivitas sebesar 222%. Sedangkan variabel keselamatan (X2) berpengaruh terhadap variabel produktivitas sebesar 596%. Kemudian hasil koefisien determinasi berganda (R2) atau R Square menunjukkan hasil sebesar 0,928, hal ini menunjukkan bahwa persentase pengaruh variabel kesehatan dan keselamatan terhadap produktivitas karyawan adalah sebesar 861%. Sedangkan sisanya sebesar 13,9% dipengaruhi atau dijelaskan oleh variabel lain yang tidak dimasukkan dalam penelitian ini. Dari hasil penelitian ini variabel keselamatan terbukti kebenarannya, yaitu berpengaruh dominan dengan nilai beta sebesar 0,596.
Kata kunci :	Kesehatan, Keselamatan Kerja, Produktivitas
"
Analisis Strategi Pemasaran Pada Wisata Pantai Lombang Di Sumenep Untuk Menarik Minat Pengunjung,"Yusri Evarika, NRP. 06.02.111.00485, Program studi Manajemen, Fakultas Ekonomi, Universitas Trunojoyo Madura, Skripsi Tentang “ Analisis Strategi Pemasaran Pada Wisata Pantai Lombang di Sumenep Untuk Menarik Minat Pengunjung”.

	Penelitian ini untuk menganalisis faktor-faktor penyebab kurang berkembangnya Wisata pantai Lombang dan merumuskan strategi yang sebaiknya diterapkan untuk mengembangkan Wisata Pantai Lombang.Penelitian ini dilakukan di Desa Lombang Kabupaten Sumenep. Dan analisis data yang diperoleh dianalisis menggunakan analisis SWOT.

	Hasil analisis matrik IE menetapkan Wisata Pantai Lombang berada pada sel V yang disebut strategi jaga dan pertahankan, hasil analisis SWOT menghasilkan beberapa strategi yang dapat diterapkan yaitu : 1) Pangsa pasar. 2) Meningkatkan potensi wilayah. 3) Memperbaiki sistem manajemen. 4) Memperbaiki kualitas. 5) Menetapkan harga bersaing. 6) Meningkatkan promosi. 7) Meningkatkan kesadaran masyarakat lokal.

Kata Kunci : Strategi pemasaran, analisis SWOT
"
PENGARUH KEMAMPUAN DAN MOTIVASI KARYAWAN TERHADAP KINERJA KARYAWAN KONTRAK PADA PT. SAPTA PUSAKA GRAHA NUSANTARA (SPGN) SURABAYA,"Tujuan dari penelitian ini adalah mengetahui pengaruh kemampuan dan pengaruh motivasi terhadap kinerja karyawan kontrak pada PT. Sapta Pusaka Graha Nusantara (SPGN) Surabaya. Popuasi penelitian ini adalah karyawan kontrak yang bekerja dilapangan dan yang sudah  bekerja di atas 1 tahun yakni berjumlah 210 karyawan. Sedangkan metode penarikan sampel yang digunakan adalah metode teknik simple random sampling yaitu 10% dari jumlah populasi sebesar 210 karyawan yakni sebanyak 21 responden. Untuk mendapatkan data-data yang dibutuhkan, maka metode pengumpulan data yang digunakan adalah observasi, wawancara dan penyebaran kuisioner. Sedangkan metode analisis yang digunakan adalah analisis regresi Linear Berganda dan pengujian hipotesis.
		Berdasarkan hasil analisis penelitian mengenai pengaruh kemampuan dan motivasi terhadap kinerja karyawan kontrak pada PT. Sapta Pusaka Graha Nusantara (SPGN) Surabaya, maka dapat disimpulkan bahwa terdapat pengaruh yang signifikan antara kemampuan dengan kinerja karyawan sedangkan motivasi sendiri tidak ada pengaruh yang signifikan terhadap kinerja karyawan tetapi kedua variabel tersebut sama-sama mempunyai arah yang positif terhadap kinerja.   
Kata kunci : Kemampuan, Motivasi, Kinerja Karyawan.  
"
PENGARUH BAURAN PEMASARAN TERHADAP KEPUTUSAN PEMBELIAN TEH BOTOL SOSRO (studi pada mahasiswa Universitas trunojoyo madura),"ABSTRAK

LUTFI KAMALI, “Pengaruh Strategi Bauran Pemasaran Terhadap Keputusan Pembelian Teh Botol SOSRO (Study Pada Mahasiswa Universitas Trunojoyo Madura)”. Dibawah bimbingan Dr. H. Pribanus Wantara, Drs,. MM. dan Nirma Kurriwati Sp., M.Si.
Tujuan penelitian ini adalah untuk mengetahui apakah Strategi Bauran Pemasaran yang terdiri dari Produk, Harga, Promosi, dan Distribusi berpengaruh baik secara simultan maupun secara parsial terhadap keputusan pembelian konsumen dan untuk mengetahui variabel manakah yang berpengaruh dominan terhadap keputusan mahasiswa dalam pembelian Teh Botol SOSRO di Universitas Trunojoyo Madura. Hipotesis yang diajukan adalah Strategi Bauran Pemasaran yang terdiri dari produk, harga, promosi, dan distribusi berpengaruh signifikan baik secara simultan maupun secara parsial terhadap keputusan pembelian. Sedangkan variabel yang dominan adalah Promosi.
Objek penelitian ini adalah pembelian Teh Botol SOSRO di Universitas Trunojoyo Madura dengan sampel sebanyak 50 mahasiswa. Teknik analisis data yang digunakan untuk meguji hipotesis ini adalah menggunakan regresi Linier Berganda dengan memakai uji F dan uji t. Berdasar hasil penelitian model regresi Linier Berganda secara sistematis sebagai berikut :  
Y = -1,003 +0,286 X1 +0,186X2+0,538 X3+0,199 X4 + e
Hasil analisis penelitian menunjukkan secara simultan dengan menggunakan uji F bauran pemasaran yang terdiri dari produk, harga, promosi, dan distribusi secara bersama-sama maupun secara parsial mempunyai pengaruh signifikan terhadap keputusan pembelian mahasiswa terhadap teh botol SOSRO di lingkungan Universitas Trunojoyo Madura. Sehingga dapat disimpulkan bahwa untuk meningkatkan keputusan pembelian mahasiswa terhadap teh botol SOSRO di lingkungan Universitas Trunojoyo Madura harus meningkatkan Strategi bauran pemasaran yang terdiri dari produk, harga, promosi dan distribusi dengan memprioritaskan promosi karena memiliki pengaruh yang dominan.

Kata kunci : Produk, Distribusi, Harga, Promosi dan Keputusan Pembelian
"
PENGARUH BRAND IMAGE TERHADAP KEPUASAN KONSUMEN SEPEDA MOTOR SUPRA X125 (studi kasus pada Mahasiswa Universitas Trunojoyo Madura),"Tujuan penelitian ini adalah untuk mengetahui apakah variabel yang terdiri dari kepribadian merk, nilai merk, hubungan merk-konsumen dan citra pengguna secara simultan memiliki pengaruh yang signifikan terhadap kepuasan konsumen, serta untuk mengetahui variabel manakah dari kepribadian merk, nilai merk, hubungan merk-konsumen dan citra pengguna yang berpengaruh dominan terhadap kepuasan konsumen, untuk membuktikan hipotesis penelitian, alat analisis yang digunakan adalah regresi linier berganda dengan bantuan SPSS. 
		Hasil pengujian menunjukkan nilai Fhitung sebesar 27,980 dengan nilai signifikan Fhitung sebesar 0.001 (p<0.05) yang berarti ada pengaruh signifikan variabel kepribadian merk, nilai merk, hubungan merk-konsumen dan citra penggunasecara simultan terhadap kepuasan konsumen sepeda motor supra x 125.
"
overreaction terhadap harga saham perusahaan industri makanan dan minuman yang terdaftar di BEI tahun 2007-2011,"ABSTRAK
       Muazzah, dengan judul “Overreaction terhadap harga saham perusahaan industri  makanan dan minuman yang terdaftar di BEI tahun 2007-2011” di bawah bimbingan bapak Drs. Ec. H. Makhmud Zulkifli. M.Si., selaku dosem pembimbing satu dan ibu Purnamawati. SE., Msi., selaku dosen pembimbing dua.
       Perkembangan pasar modal dalam beberapa decade terakhir ini di Indonesia sangat pesat, terutama bagi dunia usaha dan iklim investasi di Indonesia. Salah satu instrument yang di perdagangkan adalah saham, di mana perubahan harga saham terjadi setiap hari bahkan setiap waktu. Ada beberapa penyimpangan yang dapat mempengaruhi harga saham di antaranya fenomena Januari effect, fenomena day of the week, dan Overreactio. Penelitian ini di lakukan untuk mengatahui adanya reaksi berlebihan terhadap harga saham perusahaan industri makanan dan minuman yang terdaftar di Bursa Efek Indonesia selama tahun 2007-2011 dengan sampel 12. Dengan hari peristiwa saat bulan puasa menjelang lebaran. Reaksi berlebihan in dapat di ukur dengan abnormal return yang di tandai dengan portofolio loser dan portofolio winner.
       Jenis penelitian ini adalah kuantitatif, pendekatan yang di gunakan adalah deskriptif dan deduktif dengan tujuan untuk membuat gambaran secara sistematis, aktual dan akurat mengenai fakta-fakta dari fenomena yang terjadi serta mengembangkan teori-teori yang ada.  
       Berdasarkan hasil penelitian yang di lakukan dapat di simpulkan pola AAR (Average abnormal return), CAR (Cumulative abnormar return) kelompok portofolio winner dan portofolio loser selama tahun pengujian di temukan adanya reaksi berlebihan di mana portofolio winner  dan loser saling menggungguli dan juga di temukannya portofolio winner berbalik arah menjadi portofolio loser.       

Kata kunci : Overreaction, portofolio loser dan winner, AAR (Average abnormal return), CAR (Cumulative abnormal return)
"
Pengaruh Kompensasi Terhadap Kinerja Tenaga Paramedis di Rumah Sakit Syarifah Ambami Rato Ebu Bangkalan,"ABSTRAK
Keberadaan sumber daya manusia didalam suatu perusahaan memegang peranan penting.Perusahaan harus mampu membangun dan meningkatkan kinerja di dalam lingkungannya.Dalam meningkatkan kinerja perusahaan menempuh beberapa cara yaitu melalui pemberian kompensasi yang layak untuk pencapaian tujuan perusahaan. Penelitian dilakukan di Rumah Sakit Syarifah Ambami Rato Ebu Bangkalan yang menggunakan Kompensasi sebagai variabel independen dan Kinerja sebagai variabel dependen. Tujuan dilakukannya penelitian ini adalahu ntuk menilai pengaruh kompensasi terhadap kinerja tenaga paramedis yang sebagai sampelnya adalah tenaga paramedis Rumah Sakit  Syarifah Ambami Rato Ebu Bangkalan sebanyak 32 responden dengan metode penelitian Analisis Sampling Random  yang digunakan meliputi ujivaliditas,uji asum siklasik, uji model, dan analisis regresi linear yaitu dengan penjelasanY=  ? + ?1X1 + ?2X2 + ?3X3 + e, Y = 0.978 + 0.143X1 + 1.250X2 + 0.010X3. Berdasarkan uji-t yang dilakukan dan hasil analisis regresi linear dengan ini diketahui bahwa Kompensasi berpengaruh positif dan signifikan terhadap Kinerja. Dilihat dari signifikan pengaruh nya pada uji F kompensasi berpengaruh secara simultan terhadap kinerja pada taraf signifikan sebesar  ? = 0,05 (5%) , diperoleh Fhitung sebesar 162.34.

             Kata kunci :Kompensasi, Kinerja
"
Analisis Kondisi Kesehatan Perbankan BUMN Yang Terdaftar Di Bursa Efek Indonesia Dengan Menggunakan Model Springate dan Zmijewski,"Septy Ariyati, Analisis Kondisi Kesehatan Perbankan yang Terdaftar di Bursa Efek Indonesia dengan Menggunakan Model Springate dan Zmijewski. Dibawah bimbingan R. Gatot Heru Pranjoto, S.E, M.M	dan Purnamawati, S.E., M.Si.

Tujuan penelitian ini adalah untuk mengetahui kondisi kesehatan keuangan pada perbankan yang terdafatar di BEI dengan menggunakan model Springate dan Zmijewski. Penelitian ini dilakukan secara deskriptif. Tehnik penarikan sampel menggunakan purposif sampling method. Sampel dalam penelitian ini adalah 4 bank BUMN yang terdaftar di BEI periode 2010-2012. Hasil dari penelitian menunjukkan bahwa dalam perhitungan metode Springate kondisi keuangan PT. BNI, PT. BRI, dan PT. BTN dikategorikan baik sedangkan PT. Bank Mandiri dikategorikan tidak sehat. Dalam perhitungan metode Zmijewski, semua perusahaan dikategorikan kesulitan keuangan. 

Kata Kunci: Model Springate, Model Zmijewski, Kondisi Kesehatan Perbankan."
FAKTOR-FAKTOR YANG MEMPENGARUHI PENGEMBANGAN KARIR KARYAWAN BANK SYARIAH MANDIRI CABANG BANGKALAN,"
Bank Syariah Mandiri (BSM) Cabang Bangkalan merupakan perusahaan yang bergerak di bidang  jasa. Bank Syariah Mandiri mengelola  bisnisnya melalui pengoptimalisasian sumber daya manusia yang dimiliki. Salah satu caranya melalui proses pengembangan karir. Tujuan penelitian ini adalah untuk mengetahui apakah Variabel prestasi kerja, pengenalan, kesetiaan organisasional, mentor dan sponsor serta kesempatan untuk tumbuh pengaruh yang signifikan terhadap pengembangan karir secara parsial dan secara simultan. Penelitian ini bersifat penelitian populasi. Besar populasi pada penelitian ini sebesar 23 responden. Uji kuisioner yang digunakan adalah uji validitas dan uji reliabilitas. Teknik analisis data menggunakan analisis regresi linier berganda, uji t, uji F, dan koefisien determinasi. 
Hasil penelitian ini menyatakan variabel prestasi kerja, pengenalan, kesetiaan organisasional, mentor dan sponsor, dan kesempatan untuk tumbuh memiliki pengaruh yang positif terhadap pengembangan karir karyawan. Dari 5 variabel diatas, variabel prestasi kerja dan kesetiaan organisasional yang berpengaruh signifikan terhadap pengembangan karir. Variabel prestasi kerja merupakan variabel yang memiliki pengaruh paling kuat terhadap pengembangan karir karyawan Bank Syariah Mandiri Cabang Bangkalan. 
Kata kunci: prestasi kerja, pengenalan, kesetiaan organisasional, mentor dan sponsor, kesempatan untuk tumbuh dan pengembangan karir.
"
"PENGARUH STRATEGI EXPERIENTIAL MARKETING TERHADAP KEPUASAN PENGUNJUNG MUSEUM SEPULUH NOPEMBER SURABAYA
","Dewi Ayu Miftahul Jannah, Pengaruh Strategi Experiential Marketing Terhadap Kepuasan Pengunjung Museum Sepuluh Nopember Surabaya. Dibawah bimbingan Dr. Ir. Nurita Andriani., M.M dan Dr. Mohammad Arief, S.E., M.M.
	Kota Surabaya sebagai Kota pahlawan, cukup menyimpan banyak sejarah tentang perang kemerdekaan, hal itu berpengaruh terhadap terciptanya objek-objek wisata yang bernuansa sejarah seperti museum. Melihat fenomena yang ada, masyarakat justru lebih memilih mengunjungi, bahkan menghabiskan waktu di mall, bioskop, dan cafe dibanding mengunjungi museum, sehingga diperlukan upaya yaitu dengan menerapkan strategi Experiential Marketing.
	Penelitian ini bertujuan untuk mengetahui pengaruh variabel Experiential Marketing yang terdiri dari Sense Experience, Feel Experience, Think Experience, Act Experience, dan Relate Experience terhadap kepuasan pengunjung Museum Sepuluh Nopember Surabaya, serta untuk mengetahui kelima elemen dari variabel Experiential Marketing yang dominan berpengaruh terhadap kepuasan pengunjung Museum Sepuluh Nopember Surabaya.
	Penelitian ini menggunakan metode kuantitatif dengan jenis penelitian survei melalui wawancara terstruktur dan penyebaran kuesioner kepada 60 orang responden, yaitu pengunjung Museum Sepuluh Nopember Surabaya. Teknik penarikan sampel menggunakan teknik purposive sampling, dan dianalisis dengan analisis regresi berganda.
	Hasil penelitian ini adalah (1) variabel Sense Experience, Feel Experience, Think Experience, Act Experience, dan Relate Experience secara bersama-sama atau simultan berpengaruh terhadap kepuasan pengunjung Museum Sepuluh Nopember Surabaya. (2) Secara parsial Sense Experience dan Relate Experience berpengaruh secara signifikan terhadap kepuasan pengunjung Museum Sepuluh Nopember Surabaya, sedangkan variabel Feel Experience, Think Experience, dan Act Experience tidak berpengaruh secara signifikan terhadap kepuasan pengunjung Museum Sepuluh Nopember Surabaya. (3) Kelima elemen dari variabel Experiential Marketing yang dominan berpengaruh terhadap kepuasan pengunjung Museum Sepuluh Nopember Surabaya adalah variabel Sense Experience.

Kata Kunci: Experiential Marketing  dan kepuasan pengunjung museum.
"
"PENGARUH IKLIM ORGANISASI TERHADAP PRODUKTIVITAS KERJA
PENGURUS YAYASAN TA’MIRUL MASJID AGUNG KOTA BANGKALAN
","ABSTRAK
Rendahnya produktivitas karyawan dalam suatu organisasi masih merupakan masalah yang aktual untuk dikaji. Produktivitas kerja selalu diarahkan bagaimana memanfaatkan dan melakukan kegiatan sesuatu yang mencerminkan prinsip efektivitas dan efisiensi. Dalam melaksanakan tugas tersebut kinerja pengurus Yayasan Ta’mirul Masjid Agung Kota Bangkalan dikatakan produktif jika keberadaan organisasi memberikan manfaat kepada masyarakat dan dirasakan manfaatnya oleh masyarakat. Hal ini dapat terwujud jika kondisi atau lingkungan kerja serta iklim organisasi kerja terjalin secara harmonis.
	Tujuan dari penelitian ini adalah untuk mengetahui seberapa besar pengaruh iklim organisasi terhadap produktivitas kerja. Responden dalam penelitian ini sebanyak 48 pengurus. Hipotesis penelitian ini adalah diduga bahwa dimensi iklim organisasi yang terdiri dari struktur, tanggung jawab, kehangatan dan dukungan, penghargaan dan sangsi, konflik, risiko, identitas organisasi dan loyalitas kelompok, diduga secara bersama-sama berpengaruh terhadap produktivitas kerja dan diduga dimensi tanggung jawab mempunyai pengaruh dominan terhadap produktivitas kerja Pengurus Yayasan Ta’mirul Masjid Agung Kota Bangkalan.
	Berdasarkan hasil analisis regresi linear berganda secara simultan dan parsial dimensi iklim organisasi secara positif berpengaruh terhadap produktivitas kerja pengurus Yayasan Ta’mirul Masjid Agung Kota Bangkalan. Pengaruh secara simultan yang disebabkan oleh dimensi iklim organisasi adalah sebesar 9.437 sedangkan secara parsial pengaruh dominan ditunjukkan dimensi tanggung jawab dengan t hitung sebesar 4.089. Bedasarkan hasil pengujian menunjukkan bahwa hipotesis diterima. Hasil analisis determinasi menunjukkan bahwa R2 sebesar 0,623 atau 62,3%.
Kata kunci: Iklim organisasi, Produktivitas kerja.
"
Analisa Cost Volume Profit Untuk Perencanaan Laba Pada Penginapan Wisma Koperasi PKP-RI Bangkalan,"Penelitian ini bertujuan untuk mengetahui perhitungan dan perencanaan laba penginapan wisma koperasi dengan menggunakan analisa cost volume profit pada tahun 2009-2012. Analisis dillakukan dengan menentukan break event point (BEP), perencanaan laba dan tingkat margin of safety(tingkat batas aman untuk menurunkan penjualan) serta meramalkan kuantitas produk yang akan dijual pada waktu yang akan datang dengan data time series metode least square. Penelitian ini termasuk jenis penelitian deskriptif. Data yang digunakan berasal dari hasil studi pustaka, observasi, dan wawancara pada obyek penelitian. Hasil perhitungan analisis cost volume profit (CVP) menunjukan bahwa tingkat BEP pada tahun 2009 sebesar Rp. 290.886.290 dengan Margin Of Safety sebesar 30%, tahun 2010 sebesar Rp 237.537.562 dengan Margin Of Safety sebesar 46%, tahun 2011 sebesar Rp 241. 279.862 dengan Margin Of Safety sebesar Rp.48%, tahun 2012 sebesar Rp 259.141.820 dengan Margin Of Safety sebesar 46%. Proyeksi laba tahun 2013 sebesar Rp 196.741.513 serta memprediksi penjualan dari semua kamar sebesar Rp 449.291.810. Tahun 2014 sebesar Rp217.328.868, memprediksi penjualan sebesar Rp 472.820.215. 
Kata kunci : Analisa Cost Volume Profit, Perencanaan Laba
"
"Pengaruh Perputaran Modal Kerja, Perputaran Kas, Perputaran Persediaan, dan Perputaran Piutang Terhadap Return On Investment (ROI) pada Perusahaan Makanan dan Minuman yang Terdaftar di Bursa Efek Indo","Penelitian ini dilakukan untuk menguji pengaruh variabel perputaran modal kerja, perputaran kas, perputaran persediaan, dan perputaran piutang terhadap Return on Investment (ROI) pada perusahaan makanan dan minuman yang terdaftar di Bursa Efek Indonesia (BEI) periode 2008-2012.
       Teknik sampling yang digunakan adalah purposive sampling dengan kriteria perusahaan makanan dan minuman yang menerbitkan dan mempublikasikan laporan keuangan tahunan 2008-2012, perusahaan tersebut tidak mengalami delisting selama periode pengamatan, serta perusahaan tersebut terdaftar di Bursa Efek Indonesia (BEI) sebelum periode pengamatan. Data diperoleh berdasarkan publikasi Indonesian Capital Market Directory (ICMD). Berdasarkan teknik purposive sampling diperoleh jumlah sampel sebanyak 10 perusahaan dari 15 perusahaan makanan dan minuman yang terdaftar di BEI. Teknik analisis yang digunakan dalam penelitian ini adalah regresi linier berganda dan uji hipotesis menggunakan t-statistik untuk menguji koefisien regresi parsial serta f-statistik untuk menguji pengaruh variable bebas terhadap variable terikat secara bersama-sama dengan level of significance 5%.
       Berdasarkan hasil dari uji t, perputaran modal kerja berpengaruh negatif dan signifikan terhadap ROI. Sementara perputaran kas, perputaran persediaan, dan perputaran piutang tidak berpengaruh signifikan terhadap ROI. Hasil uji pengaruh secara simultan dengan uji F menunjukkan bahwa semua variabel independen berpengaruh signifikan tehadap ROI. Nilai adjusted R square sebesar 0,250 yang menunjukkan bahwa 25% ROI dapat dijelaskan oleh variabel independen perputaran modal kerja, perputaran kas, perputaran persediaan dan perputaran piutang, sedangkan sisanya sebesar 75% dijelaskan oleh variabel lain.

Kata Kunci: Return On Investment (ROI), perputaran modal kerja, perputaran kas, perputaran persediaan dan perputaran piutang.
"
PENGARUH VARIABEL FUNDAMENTAL DAN MAKRO EKONOMI TERHADAP HATGA SAHAM PERUSAHAAN MAKANAN DAN MINUMAN DI BURSA EFEK INDONESIA (BEI) PERIODE 2007-2012,"ABSTRAK

Hana Sunarsih, Pengaruh Variabel Fundamental dan Makro Ekonomi Terhadap Harga Saham Perusahaan Makanan dan Minuman Di Bursa Efek Indonesia (BEI) Periode 2007-2012. Dibawah bimbingan Drs.Ec.Makhmud Zulkifli,M.Si dan Drs. Bambang Sudarsono,MM.
	Tujuan penelitian ini adalah untuk mengetahui adanya Untuk mengetahui pengaruh Return On Equity, Debt to Equity Ratio, Earning Per Share, inflasi, tingkat suku bunga baik secara simultan maupun parsial terhadap harga saham perusahaan makanan dan minuman di Bursa Efek Indonesia periode 2007-2012.
	Pendekatan penelitian yang digunakan dalam penelitian ini adalah pendekatan kuantitatif. Metode pengambilan sampel yag digunakan adalah purposive sampling dan diperoleh sampel sebanyak 10 perusahaan. Untuk pengujian instrumen menggunakan Uji Asumsi Klasik, sedangkan tehnik analisis data yang digunakan untuk mengetahui hipotesis adalah menggunakan regresi linear berganda dengan memakai uji F dan Uji T.
	Berdasarkan hasil penelitian menunjukkan bahwa nilai R Square sebesar 0,810 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 81%, sedangkan sisanya 19% dipengaruhi oleh variabel lain yang tidak diteliti dalam penelitian ini. Bedasarkan uji F variabel Return On Equity, Debt to Equity Ratio, Earning Per Share,inflasi, tingkat suku bunga secara simultan berpengaruh signifikan tehadap harga saham. Berdasarkan uji t diketahui bahwa Return On Equity, Debt to Equity Ratio, Earning Per Share, tingkat suku bunga berpengaruh terhadap harga saham, sedangkan, inflasi tidak berpengaruh terhadap harga saham.
Kata kunci : Return On Equity, Debt to Equity Ratio, Earning Per Share, inflasi, tingkat suku bunga dan harga saham.
"
PENGARUH BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI BADAN PERENCANAAN PEMBANGUNAN DAERAH (BAPPEDA) KABUPATEN SUMENEP,"Permasalahan yang sering dihadapi oleh BAPPEDA daerah agar mencapai keberhasilan adalah masalah budaya organisasi. Salah satu masalah yang menonjol adalah kinerja pegawai yang kurang menguntungkan bagi kemajuan organisasi. Budaya instansi memberikan kepada pegawai kenyamanan, keamanan, dan mereka tahu bagaimana berperilaku. Dengan adanya budaya organisasi yang baik dalam Badan Perencanaan Pembangunan Daerah akan memberikan dorongan dan motivasi untuk memberikan yang terbaik bagi organisasi dengan menumbuhkan kinerja pegawai.
Tujuan dari penelitian ini adalah untuk mengetahui seberapa besar pengaruh budaya organisasi terhadap kinerja pegawai. Responden dalam penelitian ini sebanyak 92 pegawai. Hipotesis penelitian ini adalah diduga bahwa niloai, norma, sikap, dan harapan, diduga secara bersama-sama berpengaruh terhadap kinerja pegawai dan diduga nilai mempunyai pengaruh dominan terhadap kinerja pegawai BAPPEDA Kabupaten Sumenep.
Berdasarkan hasil analisis regresi linear berganda secara simultan dan parsial nilai, norma, sikap, dan harapan secara positif berpengaruh terhadap kinerja pegawai BAPPEDA Kabupaten Sumenep. Pengaruh secara simultan yang disebabkan oleh variabel budaya organisasi adalah sebesar 36.170 sedangkan secara parsial pengaruh dominan ditunjukkan nilai dengan t hitung sebesar 3.992. Bedasarkan hasil pengujian menunjukkan bahwa hipotesis diterima. Hasil analisis determinasi menunjukkan bahwa R2 sebesar 0.624 atau 62,4%.
"
"PENGARUH INDEKS BURSA ASIA TENGGARA
TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG) 
DI BURSA EFEK INDONESIA
Periode 2010-2013
","Penelitian ini bertujuan untuk mengetahui pengaruh Indeks Bursa Asia Tenggara diantaranya Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia secara parsial dan simultan periode 2010-2013.

Metode yang digunakan dalam penelitian ini adalah metode kuantitatif dengan alat analisis regresi linier berganda.Periode pengamatan penelitian 34 bulan dari bulan Oktober 2010 hingga Juli 2013.Berdasarkan teknik penelitian diperoleh 4 sampel dari 6 Bursa Asia Tenggara yang aktif.

Hasil penelitian dari uji T menunjukkan bahwa secara parsial Indeks Kuala Lumpur Stock Exchange Stock (^KLSE) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Philippines Stock Exchange (^PSE) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Strait Times (^STI) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG). Hasil peneletian dari uji F menunjukkan bahwa secara simultan Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia.

Nilai Adjusted R square sebesar 0.806 atau 80,6 % menunjukkan bahwa ketiga variabel mampu mempengaruhi IHSG sebesar 80,6 % sedangkan sisanya sebesar 19,4 % di jelaskan oleh variabel lain yang tidak dimasukkan dalam model regresi.

Kata Kunci : Indeks Bursa Asia Tenggara, Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE), Indeks Strait Times (^STI) dan Indeks Harga Saham Gabungan (IHSG).
"
